vin	V(vo1)	V(vo2)
9.779999999999667e+00	8.494099e+00	8.494045e+00
9.789999999999667e+00	8.494099e+00	8.494045e+00
9.799999999999667e+00	8.494099e+00	8.494045e+00
9.809999999999667e+00	8.494099e+00	8.494045e+00
9.819999999999666e+00	8.494099e+00	8.494045e+00
9.829999999999666e+00	8.494099e+00	8.494045e+00
9.839999999999666e+00	8.494099e+00	8.494045e+00
9.849999999999666e+00	8.494099e+00	8.494045e+00
9.859999999999665e+00	8.494099e+00	8.494045e+00
9.869999999999665e+00	8.494099e+00	8.494045e+00
9.879999999999665e+00	8.494099e+00	8.494045e+00
9.889999999999665e+00	8.494099e+00	8.494045e+00
9.899999999999665e+00	8.494099e+00	8.494045e+00
9.909999999999664e+00	8.494099e+00	8.494045e+00
9.919999999999664e+00	8.494099e+00	8.494045e+00
9.929999999999664e+00	8.494099e+00	8.494045e+00
9.939999999999664e+00	8.494099e+00	8.494045e+00
9.949999999999664e+00	8.494099e+00	8.494045e+00
9.959999999999663e+00	8.494099e+00	8.494045e+00
9.969999999999663e+00	8.494099e+00	8.494045e+00
9.979999999999663e+00	8.494099e+00	8.494045e+00
9.989999999999663e+00	8.494099e+00	8.494045e+00
1.000000000000000e+01	8.494099e+00	8.494045e+00
